customer_id,first_name,last_name,username,email,gender,birthdate,device_type,device_id,device_version,home_location_lat,home_location_long,home_location,home_country,first_join_date
9499,Latif,Tamba,9755a6f4-db46-45a8-85a0-17a1175ffd38,9755a6f4_db46_45a8_85a0_17a1175ffd38@startupcampus.id,M,2006-02-28,Android,730635b3-efb7-4653-86e1-27498612d2b9,Android 9,-6.2052565568508271,106.83309221182186,Jakarta Raya,Indonesia,2019-03-10
65529,Faizah,Usada,cc1cdcc3-fc60-41d0-af17-3eb15b76f362,cc1cdcc3_fc60_41d0_af17_3eb15b76f362@zakyfoundation.org,F,1999-03-20,Android,19c2845a-d488-491b-9ccc-302e8a34bcda,Android 9,-7.42513781562322,110.12899140554939,Jawa Tengah,Indonesia,2017-02-19
95402,Citra,Usada,79fd554c-9107-4980-a600-9884c6313333,79fd554c_9107_4980_a600_9884c6313333@startupcampus.id,F,2008-03-23,Android,a7717975-b4f2-47eb-af70-4da7b6f64ca3,Android 9,-4.4169056032923679,120.06270868207528,Sulawesi Selatan,Indonesia,2017-09-02
42764,Samiah,Usada,ab64384c-ae13-4bee-b4b5-a6b36ce443af,ab64384c_ae13_4bee_b4b5_a6b36ce443af@startupcampus.id,F,2000-04-14,Android,d3b53502-9e47-4533-a3c1-5dad3ee1c0bc,Android 9,1.0116225827185765,110.9248429389031,Kalimantan Barat,Indonesia,2017-10-28
79332,Hamima,Usada,f0abde4f-1b5e-4113-ba3a-83f24428b5f5,f0abde4f_1b5e_4113_ba3a_83f24428b5f5@startupcampus.id,F,1995-03-12,Android,36d705b7-2523-4538-a212-8ae96c2cb51e,Android 9,-7.5131358533761841,112.03830603055764,Jawa Timur,Indonesia,2021-04-10
42561,Mala,Usada,e4dc39b4-a524-442c-9af9-e9147da8b6a6,e4dc39b4_a524_442c_9af9_e9147da8b6a6@zakyfoundation.org,F,1999-10-09,Android,71bc6db3-130b-40a2-b1a8-fd357234615c,Android 9,-7.2474629467780929,106.7260975490443,Jawa Barat,Indonesia,2018-05-06
61267,Ratih,Usada,170d0e28-dfd8-4e37-afa6-5b3a35f406ea,170d0e28_dfd8_4e37_afa6_5b3a35f406ea@zakyfoundation.org,F,2003-11-12,Android,cb497bc4-2754-46ce-8bbc-cf930bdbd81a,Android 9,-7.2436918255689937,111.3976370054458,Jawa Tengah,Indonesia,2021-02-14
64113,Lili,Usada,cb099497-0670-4ad0-b330-7d7ce0f26b8e,cb099497_0670_4ad0_b330_7d7ce0f26b8e@startupcampus.id,F,1991-11-04,Android,967d8077-9bb0-426d-ab99-457bde3f53b4,Android 9,-4.5438447115810314,121.52281627525338,Sulawesi Tenggara,Indonesia,2020-09-20
91099,Dewi,Usada,8631d949-c4a5-44c8-a37f-8eac76163663,8631d949_c4a5_44c8_a37f_8eac76163663@startupcampus.id,F,2001-03-08,Android,edde6af0-d3d0-428f-ab2f-d9d4d58d0e70,Android 9,-6.2179076008069591,106.95404433951573,Jakarta Raya,Indonesia,2017-12-30
47283,Makuta,Utama,1c2bb704-2a72-4b08-b574-f2d61eda8670,1c2bb704_2a72_4b08_b574_f2d61eda8670@startupcampus.id,M,1993-12-27,Android,9001295a-a7ea-4bb0-9fac-07eaa8816875,Android 9,-2.6279847075412857,115.17289386138418,Kalimantan Selatan,Indonesia,2018-07-21
33157,Jatmiko,Utama,70bf40c9-de88-4520-ac94-f42386dbb703,70bf40c9_de88_4520_ac94_f42386dbb703@startupcampus.id,M,1991-07-10,Android,e6782659-48ac-4732-977a-f40bd008374a,Android 9,-8.2526220575971685,111.45411184036794,Jawa Timur,Indonesia,2018-09-09
17564,Dasa,Utama,5a9d145f-cb03-4aee-ba87-4f6d9df22604,5a9d145f_cb03_4aee_ba87_4f6d9df22604@zakyfoundation.org,M,1993-05-03,Android,7ce8d48e-f92f-4225-93f3-2e22f8589b17,Android 9,-7.6188342671921223,108.57681074229954,Jawa Barat,Indonesia,2017-02-26
40833,Kenes,Utama,c3a5076d-5b22-4c8a-ad91-42dc04390d9d,c3a5076d_5b22_4c8a_ad91_42dc04390d9d@startupcampus.id,M,1995-01-29,Android,2487db28-52b9-4825-8312-d8c610f6b631,Android 9,-4.5391694703517205,105.02471930522766,Lampung,Indonesia,2019-09-28
40407,Widya,Utami,a18781ea-e11c-4fc9-96ce-6f4425f625c2,a18781ea_e11c_4fc9_96ce_6f4425f625c2@zakyfoundation.org,F,1990-03-17,Android,35296fdb-d40d-438a-9d50-aedbda839943,Android 9,-4.3669808172409734,104.42872065734609,Lampung,Indonesia,2021-07-23
73387,Fitria,Utami,b9f3a954-de98-4d64-96bc-3916daa8a155,b9f3a954_de98_4d64_96bc_3916daa8a155@startupcampus.id,F,1996-11-03,Android,86554829-b9ad-414a-83fb-7315599b6865,Android 9,-5.3124943682347725,104.0325726409516,Lampung,Indonesia,2018-07-27
994,Ophelia,Utami,2196c568-fa80-4ad0-a5b6-4b68aef247eb,2196c568_fa80_4ad0_a5b6_4b68aef247eb@zakyfoundation.org,F,1996-09-27,Android,b801fdc0-4297-4f8c-af84-26b4a4eacc86,Android 9,-7.4340391769235961,110.78040337529563,Jawa Tengah,Indonesia,2021-07-08
43990,Elvina,Utami,65e1a39b-2fac-446f-884c-144ba3422ffc,65e1a39b_2fac_446f_884c_144ba3422ffc@startupcampus.id,F,1992-07-14,Android,13c841e7-4ea3-4cb1-9e46-84d644795a04,Android 9,-6.1475524875973111,106.77308273455293,Jakarta Raya,Indonesia,2017-01-28
16560,Agnes,Utami,0831ce05-9b27-473c-9ae4-dad34681cd73,0831ce05_9b27_473c_9ae4_dad34681cd73@startupcampus.id,F,1999-04-17,Android,d2685d93-9575-43d4-88e8-b19a4ea5ef68,Android 9,-7.7946265806002577,111.34010766646556,Jawa Timur,Indonesia,2018-10-27
62365,Diah,Utami,047897d5-3ca9-4f27-86ba-92bce1a01321,047897d5_3ca9_4f27_86ba_92bce1a01321@startupcampus.id,F,2000-05-25,Android,d32a3c70-5c7a-498c-a36e-3473c801cc38,Android 9,-7.9619844847543044,111.02458956632859,Jawa Tengah,Indonesia,2019-08-03
97116,Kani,Utami,9876abd8-19a9-41df-8f88-9e8e49916cf9,9876abd8_19a9_41df_8f88_9e8e49916cf9@zakyfoundation.org,F,1975-07-26,Android,6e2dc68f-bf86-460c-8750-ced033d90afb,Android 9,-2.8684996812922989,116.07073755426272,Kalimantan Selatan,Indonesia,2019-08-24
32136,Kani,Utami,6fd31529-b0d1-4a25-a6ea-b78dd46de9af,6fd31529_b0d1_4a25_a6ea_b78dd46de9af@startupcampus.id,F,1997-06-05,Android,454332ec-e9b0-47ae-ad31-83de6ab5b10c,Android 9,-6.3039631434556105,106.89423601762533,Jakarta Raya,Indonesia,2022-06-04
45153,Cici,Utami,33edd85e-4c8d-4625-8906-ac6e66701658,33edd85e_4c8d_4625_8906_ac6e66701658@zakyfoundation.org,F,2006-12-06,Android,b53e521f-41d1-4365-be23-11d8d41e110d,Android 9,-3.2390474053524203,115.76536467674617,Kalimantan Selatan,Indonesia,2021-08-28
84342,Carla,Utami,64322745-7123-4f78-ab26-79e9cb2a5530,64322745_7123_4f78_ab26_79e9cb2a5530@startupcampus.id,F,1982-08-13,Android,47c2d569-0f82-4833-965f-100a78494f82,Android 9,-6.3770473821983717,106.59437351879389,Jawa Barat,Indonesia,2019-10-14
94912,Ratih,Utami,4d2cbab2-1df6-4400-9583-2b5e48aeff5f,4d2cbab2_1df6_4400_9583_2b5e48aeff5f@startupcampus.id,F,1999-01-08,Android,f50fe610-fd4a-42c0-9d10-d23256321037,Android 9,-6.9648038318815475,108.34645634028601,Jawa Barat,Indonesia,2018-03-10
86825,Puji,Utami,a7732efe-926c-4ca2-9d8d-3e6c4343e85f,a7732efe_926c_4ca2_9d8d_3e6c4343e85f@startupcampus.id,F,1998-12-04,Android,6a62aea7-a741-423d-b9f6-f846dab7cba4,Android 9,-6.5576960367425272,106.82119097109248,Jawa Barat,Indonesia,2021-03-06
67637,Jono,Uwais,27948a72-b0ed-4345-b643-a431c9475210,27948a72_b0ed_4345_b643_a431c9475210@startupcampus.id,M,1984-08-12,Android,2b775373-8a61-433e-9fd6-5bbcdc6a8df3,Android 9,-6.2724582102746043,106.88389888142345,Jakarta Raya,Indonesia,2021-05-08
12177,Prabowo,Uwais,5cd3d87d-c42c-48e5-88d0-44b950cac0dc,5cd3d87d_c42c_48e5_88d0_44b950cac0dc@startupcampus.id,M,1995-02-08,Android,c2901342-4239-48ee-93d5-29e3fbc2000d,Android 9,-3.6313884037897592,126.36736336349225,Maluku,Indonesia,2021-07-04
24314,Jumari,Uwais,3165d6c4-132d-47fb-a762-173220a94def,3165d6c4_132d_47fb_a762_173220a94def@startupcampus.id,M,2003-02-27,Android,146db0ff-0e1f-40b8-8bff-5de65a556ecf,Android 9,-0.40032914648416806,111.46438761290032,Kalimantan Barat,Indonesia,2018-12-08
45445,Zulaikha,Aryani,9e8aeab8-0294-4824-9ca7-9ac0adf84f45,9e8aeab8_0294_4824_9ca7_9ac0adf84f45@startupcampus.id,F,2001-08-08,Android,93e704db-1466-4f4c-8738-7306ce63e2e6,Android 9,-7.6895815247026462,108.98747163821646,Jawa Tengah,Indonesia,2018-07-01
87605,Maya,Aryani,6521d966-cc4f-40ba-b906-42d243635ad3,6521d966_cc4f_40ba_b906_42d243635ad3@zakyfoundation.org,F,2000-08-06,Android,a248a67d-ff88-4e19-a17e-7f88d730b7ee,Android 9,-3.8092169622019121,115.00457074094547,Kalimantan Selatan,Indonesia,2021-03-18
58638,Ina,Aryani,dc154ef0-d49e-4463-80de-422dd0b47ebd,dc154ef0_d49e_4463_80de_422dd0b47ebd@startupcampus.id,F,1993-08-30,Android,3e1130e3-a8c5-446c-bdaa-fee12296138b,Android 9,-7.7749280462281121,108.45454131832123,Jawa Barat,Indonesia,2019-10-26
16453,Restu,Aryani,45eb9a42-ffe3-4c4e-94dc-3d0ee2ab330b,45eb9a42_ffe3_4c4e_94dc_3d0ee2ab330b@startupcampus.id,F,2005-12-01,Android,5887c12b-76d5-4dbf-a2d4-dc38284b6623,Android 9,-3.5020110624722127,102.91143283665613,Bengkulu,Indonesia,2021-11-18
23770,Rahmi,Aryani,23af8a6f-7da2-4918-8a02-152a068ada39,23af8a6f_7da2_4918_8a02_152a068ada39@startupcampus.id,F,1993-07-22,Android,25c4bf64-f5bf-4e1a-9e47-398fb5a1e56e,Android 9,-8.0188687952185518,110.42931448911044,Yogyakarta,Indonesia,2020-11-14
97508,Samiah,Aryani,fed0175f-5a0d-4568-b44a-a7df019eff90,fed0175f_5a0d_4568_b44a_a7df019eff90@zakyfoundation.org,F,1994-09-29,Android,eb45d862-46e9-4332-beaf-4667e6d5a699,Android 9,-4.4679641099573884,105.8062357544032,Lampung,Indonesia,2021-08-14
91536,Samiah,Aryani,c2c640ff-43fd-4f6e-a756-bebe751d90af,c2c640ff_43fd_4f6e_a756_bebe751d90af@startupcampus.id,F,2002-12-16,Android,b57655f8-12cb-443f-b46c-bcaef1f6b4e6,Android 9,-7.8600570281356292,114.19234320344088,Jawa Timur,Indonesia,2020-07-19
61506,Ana,Aryani,bcff6f5a-9fb1-4917-bd27-41800e4320c7,bcff6f5a_9fb1_4917_bd27_41800e4320c7@startupcampus.id,F,2003-03-31,Android,f00dd0d8-822b-43ed-ae08-3c05777a978b,Android 9,-8.1486507816792244,110.77057611178012,Yogyakarta,Indonesia,2022-01-15
48679,Padmi,Aryani,53bd17b1-6bc8-4d6a-9061-603f934e1ae0,53bd17b1_6bc8_4d6a_9061_603f934e1ae0@startupcampus.id,F,1989-11-18,Android,3468edbd-75c5-4726-830a-29b36328e2c3,Android 9,-7.0728731307481043,111.800529754455,Jawa Timur,Indonesia,2021-08-07
93472,Hana,Aryani,d7a32960-d659-4034-ac9a-18bee0a4234d,d7a32960_d659_4034_ac9a_18bee0a4234d@startupcampus.id,F,1987-07-18,Android,af042488-f617-4dda-b54b-79833ca11b92,Android 9,-6.138138546446811,106.84423301700036,Jakarta Raya,Indonesia,2021-04-16
47330,Puti,Aryani,f048b88d-8caf-4fca-a5d3-c24230144759,f048b88d_8caf_4fca_a5d3_c24230144759@zakyfoundation.org,F,2005-06-13,Android,35dc31fb-fead-4cef-849a-e5bdbf266504,Android 9,-3.5977886991014252,115.66594309363731,Kalimantan Selatan,Indonesia,2022-06-25
4144,Suci,Aryani,ac8d7159-ac65-48e4-b187-71572715a45d,ac8d7159_ac65_48e4_b187_71572715a45d@zakyfoundation.org,F,1999-08-18,Android,bdf2d277-97b9-471d-8ff2-6a40821a238f,Android 9,1.3588987774533816,113.86795503077076,Kalimantan Barat,Indonesia,2016-11-27
89847,Vicky,Aryani,9329f8c1-352b-4d2a-a6a4-89cf43100d54,9329f8c1_352b_4d2a_a6a4_89cf43100d54@startupcampus.id,F,2003-05-30,Android,297c29c1-e14e-4e1e-82c1-964dac709326,Android 9,-0.2432401322233666,112.69133119988518,Kalimantan Barat,Indonesia,2019-03-17
76187,Ciaobella,Aryani,05081934-5e66-42be-bb5a-16a5fbf66cbb,05081934_5e66_42be_bb5a_16a5fbf66cbb@zakyfoundation.org,F,2011-04-07,Android,66747982-03a9-4ce7-a4fb-b83c24aa1d34,Android 9,-6.23234670978628,106.90858714196902,Jakarta Raya,Indonesia,2021-07-24
88783,Ajeng,Aryani,e0c22aa8-621a-4bfd-b49b-08dec07ec867,e0c22aa8_621a_4bfd_b49b_08dec07ec867@startupcampus.id,F,1990-03-26,Android,7f97ea72-6173-483a-90aa-25149365db9d,Android 9,-2.3365156234761404,114.20803031492495,Kalimantan Tengah,Indonesia,2020-12-24
52106,Yulia,Astuti,3fd0cb85-a7b4-4e29-a611-1429edb7e5a6,3fd0cb85_a7b4_4e29_a611_1429edb7e5a6@zakyfoundation.org,F,1991-05-25,Android,192a262a-c07f-4013-a4fa-bded59ec49aa,Android 9,-7.9398481710190154,114.18814289132141,Jawa Timur,Indonesia,2021-07-25
15955,Elma,Astuti,e09d3607-76fb-4e37-bea8-0409ec764cfd,e09d3607_76fb_4e37_bea8_0409ec764cfd@zakyfoundation.org,F,1997-09-06,Android,e02959d8-289d-453c-859a-f8b72ec0edc3,Android 9,-6.5003790536274826,110.85617676123906,Jawa Tengah,Indonesia,2018-07-22
52211,Bella,Astuti,a5c8920e-a4c2-4a12-bada-6c2c8d8b781c,a5c8920e_a4c2_4a12_bada_6c2c8d8b781c@startupcampus.id,F,2008-08-20,Android,aea1c797-a0b7-43ea-8862-26eb7e16e087,Android 9,-7.1038013611418975,108.82743089256962,Jawa Tengah,Indonesia,2017-07-16
87748,Puput,Astuti,617d0afa-a38d-49f3-a4d8-75994ae93c4f,617d0afa_a38d_49f3_a4d8_75994ae93c4f@startupcampus.id,F,1988-11-16,Android,10ca639d-c4cd-48e1-94c7-a98f5e218feb,Android 9,-6.8389442384398942,109.50753336814405,Jawa Tengah,Indonesia,2020-07-26
57868,Jelita,Astuti,30b2fb7d-2bbb-4ac9-b76c-264ef0bec0f3,30b2fb7d_2bbb_4ac9_b76c_264ef0bec0f3@startupcampus.id,F,1999-09-10,Android,97a1fb68-7613-46f7-942f-b17b57b6a5f7,Android 9,-8.1556612777717419,112.81021890039236,Jawa Timur,Indonesia,2021-12-05
10834,Betania,Astuti,7dd4d3d8-52f5-448a-b4b7-75cee0537843,7dd4d3d8_52f5_448a_b4b7_75cee0537843@startupcampus.id,F,2005-07-22,Android,dcec6619-ffb5-4601-91a5-830434f98d0f,Android 9,-6.5401586700508032,107.2248824773235,Jawa Barat,Indonesia,2017-11-02
37022,Lala,Astuti,a7c2ffcc-8561-4cfe-804d-8d90fcd5527a,a7c2ffcc_8561_4cfe_804d_8d90fcd5527a@startupcampus.id,F,1998-07-18,Android,f2b3a737-27da-4ff3-8b35-1b9ca2990dd3,Android 9,-6.3191713241574261,106.86106073327004,Jakarta Raya,Indonesia,2019-09-01
9199,Kamaria,Astuti,f9c97994-6238-490a-8c44-43ab97393116,f9c97994_6238_490a_8c44_43ab97393116@startupcampus.id,F,1990-01-16,Android,52f48d18-1887-4983-b68e-3233bc474663,Android 9,-1.8482193817543564,119.76003415609648,Sulawesi Barat,Indonesia,2018-05-19
28149,Rachel,Astuti,c0c55828-3196-4601-80a9-552795c0e536,c0c55828_3196_4601_80a9_552795c0e536@startupcampus.id,F,2005-02-17,Android,74ded3b0-e4d4-4227-94e4-d64389a76a24,Android 9,-7.7873820618327283,110.41468781527919,Yogyakarta,Indonesia,2017-08-05
35563,Amelia,Astuti,d697ca4c-64df-4373-91fc-113a1e29d643,d697ca4c_64df_4373_91fc_113a1e29d643@startupcampus.id,F,1995-10-05,Android,0ee01df0-ced2-48d4-8027-af74f4f4489f,Android 9,-8.1630168394244134,113.92619935506178,Jawa Timur,Indonesia,2020-10-31
58276,Raisa,Farida,cd71f412-63c4-4d96-a5cc-9af3f700549f,cd71f412_63c4_4d96_a5cc_9af3f700549f@startupcampus.id,F,2005-04-24,Android,3342e214-be8e-4394-bdb9-ab090ab6648b,Android 9,-6.3509645496409659,106.88310136169447,Jakarta Raya,Indonesia,2021-03-28
93587,Mutia,Farida,71e1d94e-473e-413b-a90b-fa31d685df6b,71e1d94e_473e_413b_a90b_fa31d685df6b@startupcampus.id,F,1990-03-02,Android,7baaf935-a672-498b-8769-279bfac7e4d2,Android 9,-4.3568651771897287,104.90840000709248,Lampung,Indonesia,2019-10-06
55889,Usyi,Farida,5c4bd8f3-4cc7-45d9-bfd7-f4677144ac98,5c4bd8f3_4cc7_45d9_bfd7_f4677144ac98@startupcampus.id,F,1989-03-04,Android,ae0ef6b8-e4af-41f5-a7aa-0dd662e8fa6d,Android 9,-8.11779756336598,113.45574067509206,Jawa Timur,Indonesia,2019-10-27
9666,Oliva,Farida,d0bbbcb7-b6e1-4f40-bc99-12b26ac73a04,d0bbbcb7_b6e1_4f40_bc99_12b26ac73a04@startupcampus.id,F,1983-03-04,Android,0707ae02-a5e0-487b-8cd8-e37673586b96,Android 9,2.1946160948519058,115.14570317183313,Kalimantan Timur,Indonesia,2018-09-09
7328,Clara,Farida,8706f0c1-e82d-4d5e-af2d-3b7498e77240,8706f0c1_e82d_4d5e_af2d_3b7498e77240@startupcampus.id,F,1982-12-20,Android,1d5c8124-06eb-412b-8f7b-7b462f01c2ee,Android 9,-5.0943028199654012,104.95177091942227,Lampung,Indonesia,2018-09-03
76643,Calista,Farida,6898e7b5-d765-45ee-b8af-728942d4a646,6898e7b5_d765_45ee_b8af_728942d4a646@startupcampus.id,F,2000-05-12,Android,400c4a59-4a8d-4304-a4a5-f597eb011509,Android 9,-2.4779481853244558,115.35072180002906,Kalimantan Selatan,Indonesia,2021-01-07
59627,Fathonah,Farida,7f58dd9a-ba6a-406f-91b5-234c3d1becd0,7f58dd9a_ba6a_406f_91b5_234c3d1becd0@startupcampus.id,F,1996-05-11,Android,de39d58a-fcff-4b69-aa80-aa1b2c5f8d61,Android 9,-6.176652516666409,106.8892653326529,Jakarta Raya,Indonesia,2017-10-22
92537,Ratna,Farida,0b83d99f-9171-47f0-8d86-4133d13a3d9e,0b83d99f_9171_47f0_8d86_4133d13a3d9e@startupcampus.id,F,2006-04-02,Android,df630394-9a25-47f4-a0fc-a1d79d5d5158,Android 9,-6.1287089674099926,106.73572214668602,Jakarta Raya,Indonesia,2017-08-31
61449,Irsad,Habibi,6516d037-c134-401b-bbb6-7bc7539c6e3f,6516d037_c134_401b_bbb6_7bc7539c6e3f@startupcampus.id,M,1995-11-15,Android,0bbd66b9-7142-42e3-81b2-9af57d4b223d,Android 9,-7.26763623851835,107.35210805945054,Jawa Barat,Indonesia,2020-12-25
69935,Luwar,Habibi,f35fb628-fa0c-41e9-a333-dfca132c57dc,f35fb628_fa0c_41e9_a333_dfca132c57dc@startupcampus.id,M,1994-06-05,Android,45747570-1e52-418d-8e8f-e0c8d2c4d8ee,Android 9,-3.1626677102016769,120.01747434412209,Sulawesi Selatan,Indonesia,2021-07-24
21516,Ghani,Habibi,81aab63e-51b9-4e56-af95-ace0c25586c2,81aab63e_51b9_4e56_af95_ace0c25586c2@startupcampus.id,M,2000-12-08,Android,46bf1c9b-0746-4709-8c5a-632f83477de3,Android 9,-7.8780838148385115,110.70006407252185,Yogyakarta,Indonesia,2021-02-06
88127,Galiono,Habibi,530b67ee-54ac-4b71-888d-1ed9d0560912,530b67ee_54ac_4b71_888d_1ed9d0560912@startupcampus.id,M,2000-09-01,Android,160b46ac-efd1-4f1e-b812-a2a939db8833,Android 9,-1.0218640722056698,111.75627428796055,Kalimantan Tengah,Indonesia,2020-07-25
1242,Kasiran,Habibi,4b5b589c-07a4-426c-9500-002c17b3d22c,4b5b589c_07a4_426c_9500_002c17b3d22c@startupcampus.id,M,1995-01-25,Android,ae557e5c-2434-4c63-85ae-e79dad05c70b,Android 9,-6.2513201961793312,106.7796853868112,Jakarta Raya,Indonesia,2018-06-09
5131,Luwar,Habibi,a33ea75f-8e79-4204-a907-24a6d2dd2125,a33ea75f_8e79_4204_a907_24a6d2dd2125@startupcampus.id,M,1996-05-12,Android,7c8c1f17-c74c-422e-a252-b6fe0a16dfe1,Android 9,0.96391156153488033,104.46592071276098,Kepulauan Riau,Indonesia,2020-02-06
20781,Ade,Irawan,b05c29d6-5fca-4dfb-a48d-06553a3404fa,b05c29d6_5fca_4dfb_a48d_06553a3404fa@startupcampus.id,M,1984-12-20,Android,15a840f4-d706-4228-a254-d204c6d28028,Android 9,-7.264849094568814,109.98593337850227,Jawa Tengah,Indonesia,2021-07-17
71192,Jefri,Irawan,82bab774-321c-49ae-bdda-09c10a0c72cd,82bab774_321c_49ae_bdda_09c10a0c72cd@startupcampus.id,M,1992-01-31,Android,142fd951-1e32-4d53-bf08-bfab50695ffb,Android 9,-6.2805424630803879,107.21396838594443,Jawa Barat,Indonesia,2018-12-18
85650,Sabri,Irawan,6277cc83-2534-4cf3-bb6a-b5d7faccd8c3,6277cc83_2534_4cf3_bb6a_b5d7faccd8c3@startupcampus.id,M,2007-03-26,Android,45264d3e-980c-4208-8b27-1f4c21003c96,Android 9,-8.1650934325746931,111.79060894545897,Jawa Timur,Indonesia,2017-02-03
78189,Warji,Januar,0ff5dd39-16b8-4533-9f97-883d399427fe,0ff5dd39_16b8_4533_9f97_883d399427fe@zakyfoundation.org,M,1999-08-06,Android,596fae2f-c2cc-4efa-a400-fac277dbd846,Android 9,1.0412201051323304,103.93679887694323,Kepulauan Riau,Indonesia,2017-10-01
